Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationNatCode,AirQualityStationEoICode,AirQualityStationArea,SamplingPoint,SamplingProcess,Sample,BuildingDistance,EquivalenceDemonstrated,InletHeight,KerbDistance,MeasurementEquipment,MeasurementType,MeasurementMethod,AirPollutantCode,AirPollutant,AirQualityStationType,Projection,Longitude,Latitude,Altitude
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0942A,942,AD0942A,urban,SPO-AD0942A-0001,SPP-AD0942A-0001-API100E,SAM-AD0942A-0001,6,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,1.539138,42.50969399946506,1080
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0942A,942,AD0942A,urban,SPO-AD0942A-0005,SPP-AD0942A-0005-TEOM1400A,SAM-AD0942A-0005,6,no,2.5,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400A,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,1.539138,42.50969399946506,1080
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0942A,942,AD0942A,urban,SPO-AD0942A-0007,SPP-AD0942A-0007-API400E,SAM-AD0942A-0007,6,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,1.539138,42.50969399946506,1080
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0942A,942,AD0942A,urban,SPO-AD0942A-0008,SPP-AD0942A-0008-API200E,SAM-AD0942A-0008,6,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,1.539138,42.50969399946506,1080
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0942A,942,AD0942A,urban,SPO-AD0942A-0009,SPP-AD0942A-0009-API200E,SAM-AD0942A-0009,6,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,1.539138,42.50969399946506,1080
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0942A,942,AD0942A,urban,SPO-AD0942A-0010,SPP-AD0942A-0010-API300E,SAM-AD0942A-0010,6,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,background,EPSG:4979,1.539138,42.50969399946506,1080
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0942A,942,AD0942A,urban,SPO-AD0942A-0038,SPP-AD0942A-0038-API200E,SAM-AD0942A-0038,6,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,background,EPSG:4979,1.539138,42.50969399946506,1080
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0944A,944,AD0944A,rural,SPO-AD0944A-0007,SPP-AD0944A-0007-API400E,SAM-AD0944A-0007,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,1.5652500000000003,42.51694399946504,1637
AD,AD.GovernAndorra.AQ,NET-AD001A,STA-AD0945A,945,AD0945A,rural,SPO-AD0945A-0007,SPP-AD0945A-0007-API400E,SAM-AD0945A-0007,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,1.7169859999999997,42.53488299946501,2515
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_00001_100,SPP-AL_A_UV-FL_API100E,SPO_F-AL0203A_00001_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_00005_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0203A_00005_100_100,-999,noRef,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_00007_100,SPP-AL_A_UV-P_API400E,SPO_F-AL0203A_00007_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_00008_100,SPP-AL_A_chemi_API200E,SPO_F-AL0203A_00008_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_00009_100,SPP-AL_A_chemi_API200E,SPO_F-AL0203A_00009_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_00010_100,SPP-AL_A_NDIR_API300E,SPO_F-AL0203A_00010_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_00020_100,SPP-AL_A_GC-FID_GC955,SPO_F-AL0203A_00020_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/GC-FID,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20,C6H6,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0203A,AL150A01,AL0203A,suburban,SPO-AL0203A_06001_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0203A_06001_100_100,-999,noRef,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,20.78018,40.62593,848
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_00001_100,SPP-AL_A_UV-FL_API100E,SPO_F-AL0204A_00001_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_00005_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0204A_00005_100_100,-999,noRef,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_00007_100,SPP-AL_A_UV-P_API400E,SPO_F-AL0204A_00007_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_00008_100,SPP-AL_A_chemi_API200E,SPO_F-AL0204A_00008_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_00009_100,SPP-AL_A_chemi_API200E,SPO_F-AL0204A_00009_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_00010_100,SPP-AL_A_NDIR_API300E,SPO_F-AL0204A_00010_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_00020_100,SPP-AL_A_GC-FID_GC955,SPO_F-AL0204A_00020_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/GC-FID,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20,C6H6,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0204A,AL110A01,AL0204A,urban,SPO-AL0204A_06001_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0204A_06001_100_100,-999,noRef,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,19.4862,40.40308999999999,25
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_00001_100,SPP-AL_A_UV-FL_API100E,SPO_F-AL0205A_00001_100_100,30,ref,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_00005_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0205A_00005_100_100,30,noRef,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_00007_100,SPP-AL_A_UV-P_API400E,SPO_F-AL0205A_00007_100_100,30,ref,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_00008_100,SPP-AL_A_chemi_API200E,SPO_F-AL0205A_00008_100_100,30,ref,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_00009_100,SPP-AL_A_chemi_API200E,SPO_F-AL0205A_00009_100_100,30,ref,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_00010_100,SPP-AL_A_NDIR_API300E,SPO_F-AL0205A_00010_100_100,30,ref,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_00020_100,SPP-AL_A_GC-FID_GC955,SPO_F-AL0205A_00020_100_100,30,ref,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/GC-FID,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20,C6H6,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0205A,AL350A01,AL0205A,urban,SPO-AL0205A_06001_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0205A_06001_100_100,30,noRef,3,10,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,traffic,EPSG:4979,19.4492,41.3199,1
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_00001_100,SPP-AL_A_UV-FL_API100E,SPO_F-AL0206A_00001_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_00005_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0206A_00005_100_100,-999,noRef,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_00007_100,SPP-AL_A_UV-P_API400E,SPO_F-AL0206A_00007_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_00008_100,SPP-AL_A_chemi_API200E,SPO_F-AL0206A_00008_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_00009_100,SPP-AL_A_chemi_API200E,SPO_F-AL0206A_00009_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_00010_100,SPP-AL_A_NDIR_API300E,SPO_F-AL0206A_00010_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_00020_100,SPP-AL_A_GC-FID_GC955,SPO_F-AL0206A_00020_100_100,-999,ref,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/GC-FID,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20,C6H6,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0206A,AL550A01,AL0206A,urban,SPO-AL0206A_06001_100,SPP-AL_A_light-scat_GRIMM-EDM180,SPO_F-AL0206A_06001_100_100,-999,noRef,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/light-scat,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,19.52342,42.31389999999998,13
AL,AL.AEF.AQ,NET-AL001A,STA-AL0207A,AL310A01,AL0207A,urban,SPO-AL0207A_00001_100,SPP-AL_A_UV-FL_API100E,SPO_F-AL0207A_00001_100_100,1,ref,3,3,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,traffic,EPSG:4979,20.081699999999998,41.11098,150
AL,AL.AEF.AQ,NET-AL001A,STA-AL0207A,AL310A01,AL0207A,urban,SPO-AL0207A_00007_100,SPP-AL_A_UV-P_API400E,SPO_F-AL0207A_00007_100_100,1,ref,3,3,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,traffic,EPSG:4979,20.081699999999998,41.11098,150
AL,AL.AEF.AQ,NET-AL001A,STA-AL0207A,AL310A01,AL0207A,urban,SPO-AL0207A_00008_100,SPP-AL_A_chemi_API200E,SPO_F-AL0207A_00008_100_100,1,ref,3,3,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,traffic,EPSG:4979,20.081699999999998,41.11098,150
AL,AL.AEF.AQ,NET-AL001A,STA-AL0207A,AL310A01,AL0207A,urban,SPO-AL0207A_00009_100,SPP-AL_A_chemi_API200E,SPO_F-AL0207A_00009_100_100,1,ref,3,3,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,traffic,EPSG:4979,20.081699999999998,41.11098,150
AL,AL.AEF.AQ,NET-AL001A,STA-AL0207A,AL310A01,AL0207A,urban,SPO-AL0207A_00010_100,SPP-AL_A_NDIR_API300E,SPO_F-AL0207A_00010_100_100,1,ref,3,3,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,traffic,EPSG:4979,20.081699999999998,41.11098,150
AL,AL.AEF.AQ,NET-AL001A,STA-AL0207A,AL310A01,AL0207A,urban,SPO-AL0207A_00020_100,SPP-AL_A_GC-FID_GC955,SPO_F-AL0207A_00020_100_100,1,ref,3,3,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/GC-FID,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20,C6H6,traffic,EPSG:4979,20.081699999999998,41.11098,150
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.1557.8.1,SPP.01.0001.1557.8.1.5795,SAM.01.0001.1557.8.1,50,ref,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPNA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.3811.1.1,SPP.01.0001.3811.1.1.6787,SAM.01.0001.3811.1.1,50,ref,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.3811.1.1,SPP.01.0001.3811.1.1.5905,SAM.01.0001.3811.1.1,50,ref,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA360E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.3812.10.1,SPP.01.0001.3812.10.1.2560,SAM.01.0001.3812.10.1,-999,ref,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPMA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.3902.5.1,SPP.01.0001.3902.5.1.2538,SAM.01.0001.3902.5.1,50,yes,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5030SHARP,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/nephelometry_beta,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.3902.5.1,SPP.01.0001.3902.5.1.11389,SAM.01.0001.3902.5.1,50,yes,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5030SHARP,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/nephelometry_beta,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.3902.5.1,SPP.01.0001.3902.5.1.12235,SAM.01.0001.3902.5.1,50,yes,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5030SHARP,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/nephelometry_beta,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.3902.5.1,SPP.01.0001.3902.5.1.6466,SAM.01.0001.3902.5.1,50,yes,4,40,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo5030SHARP,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/nephelometry_beta,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.56142.20.1,SPP.01.0001.56142.20.1.2581,SAM.01.0001.56142.20.1,-999,ref,2,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20,C6H6,background,EPSG:4979,16.528059999999996,47.839999999465924,160
AT,AT.0008.20.AQ,NET.01,STA.01.0001,010001,AT10001,suburban,SPO.01.0001.64460.5.1,SPP.01.0001.64460.5.1.3818,SAM.01.0001.64460.5.1,50,ref,4,40,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,16.528059999999996,47.839999999465924,160
