Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationNatCode,AirQualityStationEoICode,AirQualityStationArea,SamplingPoint,SamplingProcess,Sample,BuildingDistance,EquivalenceDemonstrated,InletHeight,KerbDistance,MeasurementEquipment,MeasurementType,MeasurementMethod,AirPollutantCode,AirPollutant,AirQualityStationType,Projection,Longitude,Latitude,Altitude
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3364.7.1,SPP.10.ZOE2.3364.7.1.6581,SAM.10.ZOE2.3364.7.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/APIT400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3376.8.1,SPP.10.ZOE2.3376.8.1.6580,SAM.10.ZOE2.3376.8.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo42i-TL,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3376.8.1,SPP.10.ZOE2.3376.8.1.140,SAM.10.ZOE2.3376.8.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo42c-TL,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3376.8.1,SPP.10.ZOE2.3376.8.1.4756,SAM.10.ZOE2.3376.8.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200EU,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3833.38.1,SPP.10.ZOE2.3833.38.1.6580,SAM.10.ZOE2.3833.38.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo42i-TL,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3833.38.1,SPP.10.ZOE2.3833.38.1.140,SAM.10.ZOE2.3833.38.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo42c-TL,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3833.38.1,SPP.10.ZOE2.3833.38.1.4756,SAM.10.ZOE2.3833.38.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200EU,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3834.9.1,SPP.10.ZOE2.3834.9.1.4756,SAM.10.ZOE2.3834.9.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200EU,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3834.9.1,SPP.10.ZOE2.3834.9.1.6580,SAM.10.ZOE2.3834.9.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo42i-TL,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.3834.9.1,SPP.10.ZOE2.3834.9.1.140,SAM.10.ZOE2.3834.9.1,-999,ref,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo42c-TL,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.55205.5.1,SPP.10.ZOE2.55205.5.1.149,SAM.10.ZOE2.55205.5.1,-999,ref,4,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.65497.5.2,SPP.10.ZOE2.65497.5.2.6587,SAM.10.ZOE2.65497.5.2,-999,yes,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM EDM 180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/OPC-CMC,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.65497.5.2,SPP.10.ZOE2.65497.5.2.6400,SAM.10.ZOE2.65497.5.2,-999,yes,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB-FDMS,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM-FDMS,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.65497.5.2,SPP.10.ZOE2.65497.5.2.5862,SAM.10.ZOE2.65497.5.2,-999,yes,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM EDM 180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/OPC-CMC,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.65499.6001.2,SPP.10.ZOE2.65499.6001.2.5792,SAM.10.ZOE2.65499.6001.2,-999,yes,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM EDM 180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/OPC-CMC,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,14.441388889,47.83861109946592,899
AT,AT.0008.20.AQ,NET.10,STA.10.ZOE2,10ZOE2,AT0ZOE2,rural-remote,SPO.10.ZOE2.65499.6001.2,SPP.10.ZOE2.65499.6001.2.6588,SAM.10.ZOE2.65499.6001.2,-999,yes,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM EDM 180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/OPC-CMC,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,14.441388889,47.83861109946592,899
BA,BA.EREP.AQD,NET-BA001A,STA-BA0001G,BA_01G_1A,BA0001G,rural-regional,SPO-BA0001G_00005_100,SPP-BA0001G_00005_100,SPO_F-BA0001G_00005_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPDA371,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,18.020281,43.778332,970
BA,BA.EREP.AQD,NET-BA001A,STA-BA0001G,BA_01G_1A,BA0001G,rural-regional,SPO-BA0001G_00007_100,SPP-BA0001G_00007_100,SPO_F-BA0001G_00007_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo49c,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,18.020281,43.778332,970
BA,BA.EREP.AQD,NET-BA001A,STA-BA0029A,BA_29A_1A,BA0029A,urban,SPO-BA0029A_00001_100,SPP-BA0029A_00001_100,SPO_F-BA0029A_00001_100_100,-999,,10,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,18.423061,43.867496,630
BA,BA.EREP.AQD,NET-BA001A,STA-BA0029A,BA_29A_1A,BA0029A,urban,SPO-BA0029A_00005_100,SPP-BA0029A_00005_100,SPO_F-BA0029A_00005_100_100,-999,,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/F-701-20,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,18.423061,43.867496,630
BA,BA.EREP.AQD,NET-BA001A,STA-BA0029A,BA_29A_1A,BA0029A,urban,SPO-BA0029A_00007_100,SPP-BA0029A_00007_100,SPO_F-BA0029A_00007_100_100,-999,,10,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPOA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,18.423061,43.867496,630
BA,BA.EREP.AQD,NET-BA001A,STA-BA0029A,BA_29A_1A,BA0029A,urban,SPO-BA0029A_00008_100,SPP-BA0029A_00008_100,SPO_F-BA0029A_00008_100_100,-999,,10,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPNA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,18.423061,43.867496,630
BA,BA.EREP.AQD,NET-BA001A,STA-BA0029A,BA_29A_1A,BA0029A,urban,SPO-BA0029A_00010_100,SPP-BA0029A_00010_100,SPO_F-BA0029A_00010_100_100,-999,,10,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPMA360,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,background,EPSG:4979,18.423061,43.867496,630
BA,BA.EREP.AQD,NET-BA001A,STA-BA0031A,BA_31A_1A,BA0031A,urban,SPO-BA0031A_00001_100,SPP-BA0031A_00001_100,SPO_F-BA0031A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,traffic,EPSG:4979,18.673338,44.540553999999986,220
BA,BA.EREP.AQD,NET-BA001A,STA-BA0031A,BA_31A_1A,BA0031A,urban,SPO-BA0031A_00007_100,SPP-BA0031A_00007_100,SPO_F-BA0031A_00007_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,traffic,EPSG:4979,18.673338,44.540553999999986,220
BA,BA.EREP.AQD,NET-BA001A,STA-BA0031A,BA_31A_1A,BA0031A,urban,SPO-BA0031A_00008_100,SPP-BA0031A_00008_100,SPO_F-BA0031A_00008_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,traffic,EPSG:4979,18.673338,44.540553999999986,220
BA,BA.EREP.AQD,NET-BA001A,STA-BA0031A,BA_31A_1A,BA0031A,urban,SPO-BA0031A_00010_100,SPP-BA0031A_00010_100,SPO_F-BA0031A_00010_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,traffic,EPSG:4979,18.673338,44.540553999999986,220
BA,BA.EREP.AQD,NET-BA001A,STA-BA0031A,BA_31A_1A,BA0031A,urban,SPO-BA0031A_06001_100,SPP-BA0031A_06001_100,SPO_F-BA0031A_06001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,traffic,EPSG:4979,18.673338,44.540553999999986,220
BA,BA.EREP.AQD,NET-BA001A,STA-BA0036A,BA_02A_1A,BA0002A,urban,SPO-BA0036A_00001_100,SPP-BA0036A_00001_100,SPO_F-BA0036A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,industrial,EPSG:4979,17.9005,44.20222,341
BA,BA.EREP.AQD,NET-BA001A,STA-BA0036A,BA_02A_1A,BA0002A,urban,SPO-BA0036A_00007_100,SPP-BA0036A_00007_100,SPO_F-BA0036A_00007_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPOA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,industrial,EPSG:4979,17.9005,44.20222,341
BA,BA.EREP.AQD,NET-BA001A,STA-BA0036A,BA_02A_1A,BA0002A,urban,SPO-BA0036A_00008_100,SPP-BA0036A_00008_100,SPO_F-BA0036A_00008_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPNA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,industrial,EPSG:4979,17.9005,44.20222,341
BA,BA.EREP.AQD,NET-BA004A,STA-BA0037A,BA_37A_4A,BA0037A,urban,SPO-BA0037A_00005_100,SPP-BA0037A_00005_100,SPO_F-BA0037A_00005_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPDA371,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,17.9127,44.19899999999999,318
BA,BA.EREP.AQD,NET-BA001A,STA-BA0040A,BA_40A_1A,BA0040A,urban,SPO-BA0040A_00001_100,SPP-BA0040A_00001_100,SPO_F-BA0040A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,17.2679,44.342999999999996,421
BA,BA.EREP.AQD,NET-BA001A,STA-BA0040A,BA_40A_1A,BA0040A,urban,SPO-BA0040A_00005_100,SPP-BA0040A_00005_100,SPO_F-BA0040A_00005_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/F-701-20,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,17.2679,44.342999999999996,421
BA,BA.EREP.AQD,NET-BA001A,STA-BA0040A,BA_40A_1A,BA0040A,urban,SPO-BA0040A_00008_100,SPP-BA0040A_00008_100,SPO_F-BA0040A_00008_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPNA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,17.2679,44.342999999999996,421
BA,BA.EREP.AQD,NET-BA001A,STA-BA0041A,BA_41A_1A,BA0041A,suburban,SPO-BA0041A_00001_100,SPP-BA0041A_00001_100,SPO_F-BA0041A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,18.9775,43.66159999999999,361
BA,BA.EREP.AQD,NET-BA001A,STA-BA0041A,BA_41A_1A,BA0041A,suburban,SPO-BA0041A_00005_100,SPP-BA0041A_00005_100,SPO_F-BA0041A_00005_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,18.9775,43.66159999999999,361
BA,BA.EREP.AQD,NET-BA001A,STA-BA0041A,BA_41A_1A,BA0041A,suburban,SPO-BA0041A_00007_100,SPP-BA0041A_00007_100,SPO_F-BA0041A_00007_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,18.9775,43.66159999999999,361
BA,BA.EREP.AQD,NET-BA001A,STA-BA0041A,BA_41A_1A,BA0041A,suburban,SPO-BA0041A_00008_100,SPP-BA0041A_00008_100,SPO_F-BA0041A_00008_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,18.9775,43.66159999999999,361
BA,BA.EREP.AQD,NET-BA001A,STA-BA0041A,BA_41A_1A,BA0041A,suburban,SPO-BA0041A_00010_100,SPP-BA0041A_00010_100,SPO_F-BA0041A_00010_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API300,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,background,EPSG:4979,18.9775,43.66159999999999,361
BA,BA.EREP.AQD,NET-BA001A,STA-BA0041A,BA_41A_1A,BA0041A,suburban,SPO-BA0041A_06001_100,SPP-BA0041A_06001_100,SPO_F-BA0041A_06001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,18.9775,43.66159999999999,361
BA,BA.EREP.AQD,NET-BA002A,STA-BA0042A,BA_42A_2A,BA0042A,urban,SPO-BA0042A_00001_100,SPP-BA0042A_00001_100,SPO_F-BA0042A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,18.3637,43.84839999999999,512
BA,BA.EREP.AQD,NET-BA002A,STA-BA0043A,BA_43A_2A,BA0043A,urban,SPO-BA0043A_00005_100,SPP-BA0043A_00005_100,SPO_F-BA0043A_00005_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/BAM1020,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,18.3111,43.8301,498
BA,BA.EREP.AQD,NET-BA002A,STA-BA0043A,BA_43A_2A,BA0043A,urban,SPO-BA0043A_00008_100,SPP-BA0043A_00008_100,SPO_F-BA0043A_00008_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPNA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,18.3111,43.8301,498
BA,BA.EREP.AQD,NET-BA003A,STA-BA0045A,BA_45A_3A,BA0045A,urban,SPO-BA0045A_00001_100,SPP-BA0045A_00001_100,SPO_F-BA0045A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,industrial,EPSG:4979,18.5347,44.5332,187
BA,BA.EREP.AQD,NET-BA003A,STA-BA0045A,BA_45A_3A,BA0045A,urban,SPO-BA0045A_06001_100,SPP-BA0045A_06001_100,SPO_F-BA0045A_06001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,industrial,EPSG:4979,18.5347,44.5332,187
BA,BA.EREP.AQD,NET-BA001B,STA-BA0047A,BA_47A_1B,BA0047A,urban,SPO-BA0047A_00001_100,SPP-BA0047A_00001_100,SPO_F-BA0047A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,industrial,EPSG:4979,17.59,45.07,88
BA,BA.EREP.AQD,NET-BA001B,STA-BA0047A,BA_47A_1B,BA0047A,urban,SPO-BA0047A_00005_100,SPP-BA0047A_00005_100,SPO_F-BA0047A_00005_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPDA371,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,industrial,EPSG:4979,17.59,45.07,88
BA,BA.EREP.AQD,NET-BA001B,STA-BA0047A,BA_47A_1B,BA0047A,urban,SPO-BA0047A_00007_100,SPP-BA0047A_00007_100,SPO_F-BA0047A_00007_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPOA350E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,industrial,EPSG:4979,17.59,45.07,88
BA,BA.EREP.AQD,NET-BA001B,STA-BA0047A,BA_47A_1B,BA0047A,urban,SPO-BA0047A_00008_100,SPP-BA0047A_00008_100,SPO_F-BA0047A_00008_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPNA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,industrial,EPSG:4979,17.59,45.07,88
BA,BA.EREP.AQD,NET-BA001B,STA-BA0047A,BA_47A_1B,BA0047A,urban,SPO-BA0047A_00010_100,SPP-BA0047A_00010_100,SPO_F-BA0047A_00010_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPMA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,industrial,EPSG:4979,17.59,45.07,88
BA,BA.EREP.AQD,NET-BA001B,STA-BA0047A,BA_47A_1B,BA0047A,urban,SPO-BA0047A_00011_100,SPP-BA0047A_00011_100,SPO_F-BA0047A_00011_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPSA370,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/11,H2S,industrial,EPSG:4979,17.59,45.07,88
BA,BA.EREP.AQD,NET-BA001B,STA-BA0048A,BA_48A_1B,BA0048A,urban,SPO-BA0048A_00001_100,SPP-BA0048A_00001_100,SPO_F-BA0048A_00001_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,16.44,44.59,141
BA,BA.EREP.AQD,NET-BA001B,STA-BA0048A,BA_48A_1B,BA0048A,urban,SPO-BA0048A_00005_100,SPP-BA0048A_00005_100,SPO_F-BA0048A_00005_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,16.44,44.59,141
BA,BA.EREP.AQD,NET-BA001B,STA-BA0048A,BA_48A_1B,BA0048A,urban,SPO-BA0048A_00007_100,SPP-BA0048A_00007_100,SPO_F-BA0048A_00007_100_100,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,16.44,44.59,141
